term,zh_cn
Message_Tutorial_ArrivalWidgetReadyToClaim_Xbox,你的新居民已到达！{SELECT}他们的图标来招募。
Message_Tutorial_ArrivalWidgetClaimDweller,{TAP} 点击 {CLAIM BUTTON} 招募新居民。
Message_Tutorial_ArrivalWidgetClaimDweller_PC,{CLICK} 点击 {CLAIM BUTTON} 招募新居民。
Message_Tutorial_ArrivalWidgetClaimDweller_Xbox,{SELECT} 选中 {CLAIM BUTTON} 招募新居民。
Message_Tutorial_ArrivalWidgetHighlightDweller,别忘了把你的新居民 {ASSIGN} 到避难所！
SeasonModal_Leaderboard_ScoreInfoPopup_ActionsList_NewVegasA,"• 建造房间
• 升级房间
• 获取居民
• 完成任务
• 打出暴击"
SpinToWin_Info_ActionsList,"• 每日登录
• 观看视频广告
• 完成赛季任务
• 搜刮任务容器
• 招募赛季居民"
SeasonModal_Leaderboard_ScoreInfoPopup_ActionsList_NewVegasB,"• 建造房间
• 升级房间
• 获取居民
• 完成任务
• 打出暴击"
SeasonModal_Leaderboard_ScoreInfoPopup_ActionsList_Ultracite,"• 建造房间
• 升级房间
• 获取居民
• 抵御灼烧者攻击
• 开采超纤
• 制造超纤武器"
SeasonModal_Leaderboard_ScoreInfoPopup_BuildRooms,建造房间
NewVegasB_Title_Short,豪斯永远赢
NewVegasB_IntroPopup_Title,“豪斯总是赢”赛季现已开启
NewVegasB_SeasonEndPopup_Title,“豪斯总是赢”赛季已结束
NewVegasB_Title,避难所赛季：豪斯总是赢
NewVegasB_IntroPopup_Body,检验你作为监督者的技能，探索本季全新实验避难所！实验避难所引入了新的变化和独特奖励。赛季持续时间有限——别错过！
QuestLoc_HouseWarming_1_QuestName,派对到极致
QuestLoc_HouseWarming_QuestLineName,暖房派对
QuestLoc_HouseWarming_1_QuestLongDesc,我们正在为豪斯先生举办派对，希望邀请所有最有趣的人出席。唯一还没送达的邀请函是给马克西姆斯的！到赌城大道上找到他！
QuestLoc_HouseWarming_1_QuestShortDesc,将豪斯先生的派对邀请函交给马克西姆斯。
QuestLoc_HouseWarming_1_QuestObjective1,将邀请函交给马克西姆斯
QuestLoc_HouseWarming_1_CombatInit1,嘿！你打断了我的专注！我本来会赢的！
QuestLoc_HouseWarming_1_CombatInit2,我输大了！我要你的东西好下次赢大钱！
QuestLoc_HouseWarming_1_CombatInit3,器官！拿钱来买！
QuestLoc_HouseWarming_1_Question1,你好，欢迎来到狂野旺达！这是镇上唯一允许随意带枪的赌场。
QuestLoc_HouseWarming_1_Question1_2,需要我效劳吗？
QuestLoc_HouseWarming_1_Question1_Choice1,我们有张邀请函要给马克西姆斯。
QuestLoc_HouseWarming_1_Question1_Answer1,马克西姆斯，让我想想……对，他在这儿。希望你能找到他！当心那些输急眼的赌徒！
QuestLoc_HouseWarming_1_Question1_Choice2,见过穿兄弟会制服的人吗？
QuestLoc_HouseWarming_1_Question1_Answer2,哦，对，我记得。他就在那里面某处，希望还没挨枪子儿！
QuestLoc_HouseWarming_1_Question1_Choice3,只是想找点乐子。
QuestLoc_HouseWarming_1_Question1_Answer3,好极了。你看起来挺能打，说不定还能活着讲出这段经历！
QuestLoc_HouseWarming_1_Question2,你觉得自己运气好吗？我现在想的是哪个数字？
QuestLoc_HouseWarming_1_Question2_Choice1,五。
QuestLoc_HouseWarming_1_Question2_Answer1,啊哈，不对，下次运气好点吧。
QuestLoc_HouseWarming_1_Question2_Choice2,一百四十四。
QuestLoc_HouseWarming_1_Question2_Answer2,呃，这数字真恶心！拿你该得的吧！
QuestLoc_HouseWarming_1_Question2_Choice3,三十七。
QuestLoc_HouseWarming_1_Question2_Answer3,就是这个！你答对了！
QuestLoc_HouseWarming_1_Question3,为了所有瓶盖！红还是黑？
QuestLoc_HouseWarming_1_Question3_Choice1,红。
QuestLoc_HouseWarming_1_Question3_Answer1,它落在了……！红！你赢了！干得好。
QuestLoc_HouseWarming_1_Question3_Choice2,黑。
QuestLoc_HouseWarming_1_Question3_Answer2,它停在了……红色！你输了！太可惜了。下次好运。
QuestLoc_HouseWarming_1_Question3_Choice3,白色。
QuestLoc_HouseWarming_1_Question3_Answer3,那不是……呃，好吧，是红色。抱歉！
QuestLoc_HouseWarming_1_Question4,突然死亡二十一点！要牌还是停牌？
QuestLoc_HouseWarming_1_Question4_Choice1,要牌。
QuestLoc_HouseWarming_1_Question4_Answer1,爆牌！现在你死了！
QuestLoc_HouseWarming_1_Question4_Choice2,停牌。
QuestLoc_HouseWarming_1_Question4_Answer2,庄家赢！现在你死了！
QuestLoc_HouseWarming_1_Question4_Choice3,弃牌。
QuestLoc_HouseWarming_1_Question4_Answer3,赢的唯一方法就是不玩……干得好！
QuestLoc_HouseWarming_1_Question5,你、你好。我是马克西姆斯兄弟。我刚刚，呃，在检查这个地方。为了……科技。
QuestLoc_HouseWarming_1_Question5_Choice1,不关我事！快来参加豪斯先生的派对！
QuestLoc_HouseWarming_1_Question5_Answer1,哦。呼！酷。是啊，我喜欢派对。我，呃，到时候见。
QuestLoc_HouseWarming_1_Question5_Choice2,我们有一张给马克西姆斯的邀请函，请他去豪斯先生的惊喜派对。
QuestLoc_HouseWarming_1_Question5_Answer2,邀请函？给……给我的？是陷阱吗？不，避难所居民不会那么做。好吧。我会去的。
QuestLoc_HouseWarming_1_Question5_Choice3,豪斯先生非常想结识你。
QuestLoc_HouseWarming_1_Question5_Answer3,豪斯先生？他是……呃，当然。他为什么不想见我？我可是大人物！而且才华横溢！
QuestLoc_HouseWarming_2_QuestName,闪亮安保
QuestLoc_HouseWarming_2_QuestLongDesc,保安机器人应该是出色的守卫。去罗伯科总部找维克托，讨论豪斯先生派对的安保工作。
QuestLoc_HouseWarming_2_QuestShortDesc,为豪斯先生的派对组织安保工作。
QuestLoc_HouseWarming_2_QuestObjective1,测试保安机器人武器
QuestLoc_HouseWarming_2_QuestObjective2,测试保安机器人机动性
QuestLoc_HouseWarming_2_QuestObjective3,与维克托一起审批保安机器人安保方案
QuestLoc_HouseWarming_2_CombatInit1,见识下我们的高品质加特林激光枪！
QuestLoc_HouseWarming_2_CombatInit2,装上轮子，我们跑得比任何小偷或袭击者都快！
QuestLoc_HouseWarming_2_CombatInit3,我们保证不会攻击受邀宾客。除非他们先动手，就像这样！
QuestLoc_HouseWarming_2_CombatInit4,我们可以被编程得友好又健谈！
QuestLoc_HouseWarming_2_Question1,你好啊，陌生人！真没想到会遇上你。真是惊喜。
QuestLoc_HouseWarming_2_Question1_02,我只是来看看我朋友。你到这里来做什么？
QuestLoc_HouseWarming_2_Question1_Choice1,你能负责豪斯先生聚会的安保工作吗？
QuestLoc_HouseWarming_2_Question1_Answer1,哎，真是的！当然可以啦！请尽情欣赏并试用我们的保安机器人。
QuestLoc_HouseWarming_2_Question1_Choice2,我们只是来测试一下保安机器人的。
QuestLoc_HouseWarming_2_Question1_Answer2,你来对地方了，朋友。来参观我们全自动防御演示吧！
QuestLoc_HouseWarming_2_Question1_Choice3,我们正在为豪斯先生举办秘密派对。别告诉任何人！
QuestLoc_HouseWarming_2_Question1_Answer3,哎呀，真暖心。别说了，朋友。我们会帮你保守秘密，确保安全。
QuestLoc_HouseWarming_2_Question2,我们可以被设定为亲切健谈的模式！请测试一下我们的对话技巧。
QuestLoc_HouseWarming_2_Question2_Choice1,今天天气不错。
QuestLoc_HouseWarming_2_Question2_Answer1,是的，太阳在天上，有温度。
QuestLoc_HouseWarming_2_Question2_Choice2,这句话是假的。
QuestLoc_HouseWarming_2_Question2_Answer2,检测到逻辑循环。正在重启系统。战斗系统已启动。
QuestLoc_HouseWarming_2_Question2_Choice3,我来试试你的攻击反应。把手举起来！
QuestLoc_HouseWarming_2_Question2_Answer3,攻击将遭到致命武力回击。
QuestLoc_HouseWarming_2_Question3,你通过了！太好了！你觉得怎么样？
QuestLoc_HouseWarming_2_Question3_Choice1,有必要开那么多枪吗？
QuestLoc_HouseWarming_2_Question3_Answer1,不然你怎么知道他们够格？我就知道你能行！
QuestLoc_HouseWarming_2_Question3_Choice2,他们很完美。派对上见。
QuestLoc_HouseWarming_2_Question3_Answer2,呀嗬！这才像话！
QuestLoc_HouseWarming_2_Question3_Choice3,你现在不是应该在楼下吗？
QuestLoc_HouseWarming_2_Question3_Answer3,我可以是任何我想要的Securitron。你尽管放心，派对上见！
QuestLoc_HouseWarming_3_QuestName,派对不请自来
QuestLoc_HouseWarming_3_QuestLongDesc,他们说附近有一场大型尸鬼派对。也许是个好地方，可以给豪斯先生的派对物色人手。
QuestLoc_HouseWarming_3_QuestShortDesc,找人给豪斯先生的派对当帮手。
QuestLoc_HouseWarming_3_QuestObjective1,找到厨房员工
QuestLoc_HouseWarming_3_QuestObjective2,找到一位喜剧演员
QuestLoc_HouseWarming_3_QuestObjective3,找到音乐家
QuestLoc_HouseWarming_3_CombatInit1,欢——迎——！
QuestLoc_HouseWarming_3_CombatInit2,尝尝葡萄酒！
QuestLoc_HouseWarming_3_CombatInit3,太——棒——了——的派对！
QuestLoc_HouseWarming_3_Question0,我们确定是这个地方？这气氛可不适合派对。
QuestLoc_HouseWarming_3_Question0_Choice1,除非是尸鬼派对。那这气氛简直完美！
QuestLoc_HouseWarming_3_Question0_Answer1,任何愿意招待尸鬼的人，都会是我们聚会的最佳员工。
QuestLoc_HouseWarming_3_Question1,这个尸鬼聚会要完蛋了。就跟主办方一样！
QuestLoc_HouseWarming_3_Question1_02,说真的。聚会开始后，所有尸鬼都开始发狂了。真是吓人。
QuestLoc_HouseWarming_3_Question1_Choice1,有意思。想来我们的聚会上讲笑话吗？
QuestLoc_HouseWarming_3_Question1_Answer1,亲爱的，就算观众全死透了，我也比在这儿开心。
QuestLoc_HouseWarming_3_Question1_Choice2,豪斯先生的聚会需要一位喜剧演员。
QuestLoc_HouseWarming_3_Question1_Answer2,啧。要是他需要喜剧演员，那他的问题比我还严重！这活儿我接了！
QuestLoc_HouseWarming_3_Question1_Choice3,你在豪斯先生的聚会上能大赚一笔。
QuestLoc_HouseWarming_3_Question1_Answer3,笑死一个人……真是喜剧演员的最高赞誉！
QuestLoc_HouseWarming_3_Question2,搞什么？没人吃食物！大家都在互相啃噬！
QuestLoc_HouseWarming_3_Question2_Choice1,我们的派对保证一只狂尸鬼都没有。
QuestLoc_HouseWarming_3_Question2_Answer1,我们无所谓。活就是活。到时候见！
QuestLoc_HouseWarming_3_Question2_Choice2,我们需要你的巧手为豪斯先生的派对服务。
QuestLoc_HouseWarming_3_Question2_Answer2,我的巧手正忙着呢！不过它们会为你的派对腾出空来。
QuestLoc_HouseWarming_3_Question2_Choice3,这里是地狱厨房。来为我干活吧。
QuestLoc_HouseWarming_3_Question2_Answer3,我就知道我不只是个家庭厨师。现在我终于飞黄腾达了！
QuestLoc_HouseWarming_3_Question3,好的，伙计们，打起精神！我们有有智慧的宾客！一……二……一、二、三、四！
QuestLoc_HouseWarming_3_Question3_Choice1,我听够了。你被雇佣来为豪斯先生的派对干活了！
QuestLoc_HouseWarming_3_Question3_Answer1,豪斯先生？唉，听起来完全是另一种危险。不过好吧，当然。
QuestLoc_HouseWarming_3_Question3_Choice2,想在一个不在墓地的派对上表演吗？
QuestLoc_HouseWarming_3_Question3_Answer2,呃，好吧。不过我们还得再干两个小时。你该出去了，这儿很危险。
QuestLoc_HouseWarming_3_Question4,这是个尸鬼派对，没错……但他们为什么要攻击我们？是狂尸鬼吗？
QuestLoc_HouseWarming_3_Question4_02,请狂尸鬼来参加派对，这招真怪。
QuestLoc_HouseWarming_3_Question4_Choice1,也许他们是在派对上变成狂尸鬼的。
QuestLoc_HouseWarming_3_Question4_Answer1,哇哦。这简直就是恐怖片素材！
QuestLoc_HouseWarming_3_Question4_Choice2,也许他们是嫌蘸酱不好吃才发火的。
QuestLoc_HouseWarming_3_Question4_Answer2,但愿不是，毕竟我们还想雇他们的厨房员工。
QuestLoc_HouseWarming_4_QuestName,搅局的派对
QuestLoc_HouseWarming_4_QuestLongDesc,豪斯先生的派对时间到了！但是……那是什么声音？辐蟑螂！在其他客人到来之前把它们全部踩扁！
QuestLoc_HouseWarming_4_QuestShortDesc,踩扁闯入豪斯先生派对的辐蟑螂。
QuestLoc_HouseWarming_4_QuestObjective1,要求播放踩蟑螂的音乐
QuestLoc_HouseWarming_4_QuestObjective2,与服务员商议
QuestLoc_HouseWarming_4_QuestObjective3,向豪斯先生报到
QuestLoc_HouseWarming_4_Question0,<辐射蟑螂的叫声>
QuestLoc_HouseWarming_4_Question0_Choice1,辐射蟑螂？在我们的派对上！？派对组织者的活干不完啊。
QuestLoc_HouseWarming_4_Question1,到现在我已经习惯了客人想吃掉我。
QuestLoc_HouseWarming_4_Question1_02,谁请了蟑螂？我打赌是厨师。也许它们其实是食材。
QuestLoc_HouseWarming_4_Question1_Choice1,听着，别耍小聪明。我们在处理。
QuestLoc_HouseWarming_4_Question1_Answer1,在我这行，当个聪明蛋从来没什么坏处。到目前为止，开枪的人都打偏了。
QuestLoc_HouseWarming_4_Question1_Choice2,如果你想帮忙，给它们讲几个你的笑话。
QuestLoc_HouseWarming_4_Question1_Answer2,哦，真够讽刺的。也许蟑螂会更感激一点。
QuestLoc_HouseWarming_4_Question2,在派对踩虫环节，我们该放什么音乐？
QuestLoc_HouseWarming_4_Question2_Choice1,快节奏又刺激的。
QuestLoc_HouseWarming_4_Question2_Answer1,没错，让热血沸腾！干掉它们，老大！
QuestLoc_HouseWarming_4_Question2_Choice2,悲伤点的。
QuestLoc_HouseWarming_4_Question2_Answer2,啊，可怜的蟑螂。它们也是身不由己。
QuestLoc_HouseWarming_4_Question2_Choice3,宏大华丽的。
QuestLoc_HouseWarming_4_Question2_Answer3,无视害虫，致敬今晚的主角。我喜欢！
QuestLoc_HouseWarming_4_Question3,嘿，呃……辐射蟑螂肉确实不错，但……你有没有看到鱼子酱？
QuestLoc_HouseWarming_4_Question3_Choice1,我最多只能提供辐射蟑螂卵。
QuestLoc_HouseWarming_4_Question3_Answer1,啊。对，嗯。没那么吸引人，你知道吧？我四处看看。
QuestLoc_HouseWarming_4_Question3_Choice2,别自怨自艾了，去踩几只虫子吧。
QuestLoc_HouseWarming_4_Question3_Answer2,哦！当然，好。我能做。抱歉。
QuestLoc_HouseWarming_4_Question4,蟑螂在吃开胃菜！我们该怎么办？
QuestLoc_HouseWarming_4_Question4_Choice1,用辐射蟑螂肉做新的。
QuestLoc_HouseWarming_4_Question4_Answer1,哦。你确定吗？我是说，我们可以做，但豪斯先生会怎么想？
QuestLoc_HouseWarming_4_Question4_Choice2,算了。只要还有自助餐就行。
QuestLoc_HouseWarming_4_Question4_Answer2,是啊……但它们根本没在品尝！真是浪费。
QuestLoc_HouseWarming_4_Question4_Choice3,快去找补给。我们在这处理。
QuestLoc_HouseWarming_4_Question4_Answer3,好的，我马上回来！
QuestLoc_HouseWarming_4_Question5,嘿，伙计！这场对决可真够劲！
QuestLoc_HouseWarming_4_Question5_02,我很遗憾保安机器人没有消灭这些害虫。当然，除非它们去找豪斯先生的麻烦。
QuestLoc_HouseWarming_4_Question5_03,请允许我为你的麻烦提供一些补偿。
QuestLoc_HouseWarming_4_Question5_Choice1,收下吧。快去碾几只虫子。
QuestLoc_HouseWarming_4_Question5_Answer1,真是太抱歉了，伙计。至少没有死亡爪来砸场子！
QuestLoc_HouseWarming_4_Question5_Choice2,当然，拿来吧。
QuestLoc_HouseWarming_4_Question5_Answer2,这应该能让你的避难所过得不错了！
QuestLoc_HouseWarming_4_Question5_Choice3,其实，碾虫子让我有点渴了。
QuestLoc_HouseWarming_4_Question5_Answer3,喏，这个润润嗓子如何？
QuestLoc_HouseWarming_4_Question6,多么棒的派对。让我想起了辉煌的旧日时光，那时维加斯举世闻名。
QuestLoc_HouseWarming_4_Question6_02,我想奖励你勤勉的照料与关照。你渴望什么？
QuestLoc_HouseWarming_4_Question6_Choice1,请给我瓶盖，豪斯先生。
QuestLoc_HouseWarming_4_Question6_Answer1,务实的选择。瓶盖让废土运转不息！
QuestLoc_HouseWarming_4_Question6_Choice2,一套好服装，怎么样？
QuestLoc_HouseWarming_4_Question6_Answer2,穿上它，让新维加斯的荣耀随你同行。
QuestLoc_HouseWarming_4_Question6_Choice3,我需要一些火力。
QuestLoc_HouseWarming_4_Question6_Answer3,你手中将握有毁灭之神的伟力。
QuestLoc_HouseWarming_4_Question7,你好，派对客人。启动闲聊协议。
QuestLoc_HouseWarming_4_Question7_02,可否请你确认或否认天气良好？
QuestLoc_HouseWarming_4_Question7_Choice1,天气不错，但跟你无关。
QuestLoc_HouseWarming_4_Question7_Answer1,检测到无礼。结束对话。请离开。
QuestLoc_HouseWarming_4_Question7_Choice2,你为什么不去帮忙处理辐射蟑螂？
QuestLoc_HouseWarming_4_Question7_Answer2,无法遵从。辐射蟑螂没有攻击豪斯先生。
SpinToWin_Title,幸运转盘
Status_AlmostHere,即将到达
QuestLoc_NVB_QL3_Stripper_1_QuestName,谁需要拯救？
QuestLoc_NVB_QL3_Stripper_QuestLineName,死亡爪脱衣舞者
QuestLoc_NVB_QL3_Stripper_1_QuestLongDesc,新维加斯大道正遭到死亡爪的围攻。平民被困，急需英雄。
QuestLoc_NVB_QL3_Stripper_1_QuestShortDesc,做个英雄：从死亡爪手中拯救新维加斯大道的居民。
QuestLoc_NVB_QL3_Stripper_1_QuestObjective1,救出一张熟悉的面孔
QuestLoc_NVB_QL3_Stripper_1_QuestObjective2,让嗡嗡叫的死爪安静下来
QuestLoc_NVB_QL3_Stripper_1_CombatInit0,嗷——啊——！
QuestLoc_NVB_QL3_Stripper_1_CombatInit2,呜——呃——！
QuestLoc_NVB_QL3_Stripper_1_CombatInit4,噢——哦——！
QuestLoc_NVB_QL3_Stripper_1_CombatInit6,噗哩——！
